fen
7w2/10/4w5/10/3bbbb3/3bwwb3/10/8w1/10/2b2w4 [w] 13 - b43 - w47
7w2/10/4w5/10/3bbbbw2/3bwwb3/10/8w1/10/2b2w4 [w] 14 - w47 - w42
7w2/10/4w5/10/2wbbbbw2/3bwwb3/10/8w1/10/2b2w4 [b] 15 - w42 - b33
7w2/10/4w5/3b6/2wbbbbw2/3bwwb3/10/8w1/10/2b2w4 [b] 16 - b33 - b23
7w2/10/3bw5/3b6/2wbbbbw2/3bwwb3/10/8w1/10/2b2w4 [w] 17 - b23 - w17
7w2/7w2/3bw5/3b6/2wbbbbw2/3bwwb3/10/8w1/10/2b2w4 [w] 18 - w17 - w13
7w2/3w3w2/3bw5/3b6/2wbbbbw2/3bwwb3/10/8w1/10/2b2w4 [b] 19 - w13 - b63
7w2/3w3w2/3bw5/3b6/2wbbbbw2/3bwwb3/3b6/8w1/10/2b2w4 [b] 20 - b63 - b73
======
10/10/10/10/10/5b4/10/10/10/10 [w] 1 - b55 - w26
10/10/6b3/10/10/5b4/10/10/10/10 [w] 2 - b26 - w54
10/10/6b3/10/10/4wb4/10/10/10/10 [w] 3 - w54 - w17
10/7w2/6b3/10/10/4wb4/10/10/10/10 [b] 4 - w17 - b45
10/7w2/6b3/10/5b4/4wb4/10/10/10/10 [b] 5 - b45 - b65
10/7w2/6b3/10/5b4/4wb4/5b4/10/10/10 [w] 6 - b65 - w35
10/7w2/6b3/5w4/5b4/4wb4/5b4/10/10/10 [w] 7 - w35 - w33
10/7w2/6b3/3w1w4/5b4/4wb4/5b4/10/10/10 [b] 8 - w33 - b75
10/7w2/6b3/3w1w4/5b4/4wb4/5b4/5b4/10/10 [b] 9 - b75 - b41
10/7w2/6b3/3w1w4/1b3b4/4wb4/5b4/5b4/10/10 [w] 10 - b41 - w85
10/7w2/6b3/3w1w4/1b3b4/4wb4/5b4/5b4/5w4/10 [w] 11 - w85 - w34
10/7w2/6b3/3www4/1b3b4/4wb4/5b4/5b4/5w4/10 [b] 12 - w34 - b36
10/7w2/6b3/3wwwb3/1b3b4/4wb4/5b4/5b4/5w4/10 [b] 13 - b36 - b44
10/7w2/6b3/3wwwb3/1b2bb4/4wb4/5b4/5b4/5w4/10 [w] 14 - b44 - w32
10/7w2/6b3/2wwwwb3/1b2bb4/4wb4/5b4/5b4/5w4/10 [w] 15 - w32 - w31
10/7w2/6b3/1wwwwwb3/1b2bb4/4wb4/5b4/5b4/5w4/10 [b] 16 - w31 - b74
10/7w2/6b3/1wwwwwb3/1b2bb4/4wb4/5b4/4bb4/5w4/10 [b] 17 - b74 - b30
10/7w2/6b3/bwwwwwb3/1b2bb4/4wb4/5b4/4bb4/5w4/10 [w] 18 - b30 - w46
10/7w2/6b3/bwwwwwb3/1b2bbw3/4wb4/5b4/4bb4/5w4/10 [w] 19 - w46 - w63
10/7w2/6b3/bwwwwwb3/1b2bbw3/4wb4/3w1b4/4bb4/5w4/10 [b] 20 - w63 - b77
10/7w2/6b3/bwwwwwb3/1b2bbw3/4wb4/3w1b4/4bb1b2/5w4/10 [b] 21 - b77 - b76
10/7w2/6b3/bwwwwwb3/1b2bbw3/4wb4/3w1b4/4bbbb2/5w4/10 [w] 22 - b76 - w72
10/7w2/6b3/bwwwwwb3/1b2bbw3/4wb4/3w1b4/2w1bbbb2/5w4/10 [w] 23 - w72 - w84
10/7w2/6b3/bwwwwwb3/1b2bbw3/4wb4/3w1b4/2w1bbbb2/4ww4/10 [b] 24 - w84 - b51
10/7w2/6b3/bwwwwwb3/1b2bbw3/1b2wb4/3w1b4/2w1bbbb2/4ww4/10 [b] 25 - b51 - b73
10/7w2/6b3/bwwwwwb3/1b2bbw3/1b2wb4/3w1b4/2wbbbbb2/4ww4/10 [w] 26 - b73 - w78
10/7w2/6b3/bwwwwwb3/1b2bbw3/1b2wb4/3w1b4/2wbbbbbw1/4ww4/10 [w] 27 - w78 - w81
10/7w2/6b3/bwwwwwb3/1b2bbw3/1b2wb4/3w1b4/2wbbbbbw1/1w2ww4/10 [b] 28 - w81 - b38
10/7w2/6b3/bwwwwwb1b1/1b2bbw3/1b2wb4/3w1b4/2wbbbbbw1/1w2ww4/10 [b] 29 - b38 - b95
10/7w2/6b3/bwwwwwb1b1/1b2bbw3/1b2wb4/3w1b4/2wbbbbbw1/1w2ww4/5b4 [w] 30 - b95 - w24
10/7w2/4w1b3/bwwwwwb1b1/1b2bbw3/1b2wb4/3w1b4/2wbbbbbw1/1w2ww4/5b4 [w] 31 - w24 - w60
10/7w2/4w1b3/bwwwwwb1b1/1b2bbw3/1b2wb4/w2w1b4/2wbbbbbw1/1w2ww4/5b4 [b] 32 - w60 - b43
10/7w2/4w1b3/bwwwwwb1b1/1b1bbbw3/1b2wb4/w2w1b4/2wbbbbbw1/1w2ww4/5b4 [b] 33 - b43 - b42
10/7w2/4w1b3/bwwwwwb1b1/1bbbbbw3/1b2wb4/w2w1b4/2wbbbbbw1/1w2ww4/5b4 [w] 34 - b42 - w21
10/7w2/1w2w1b3/bwwwwwb1b1/1bbbbbw3/1b2wb4/w2w1b4/2wbbbbbw1/1w2ww4/5b4 [w] 35 - w21 - w57
10/7w2/1w2w1b3/bwwwwwb1b1/1bbbbbw3/1b2wb1w2/w2w1b4/2wbbbbbw1/1w2ww4/5b4 [b] 36 - w57 - b40
======
10/10/10/10/5b4/10/10/10/10/10 [w] 1 - b45 - w55
10/10/10/10/5b4/5w4/10/10/10/10 [w] 2 - w55 - w78
10/10/10/10/5b4/5w4/10/8w1/10/10 [b] 3 - w78 - b54
10/10/10/10/5b4/4bw4/10/8w1/10/10 [b] 4 - b54 - b66
10/10/10/10/5b4/4bw4/6b3/8w1/10/10 [w] 5 - b66 - w58
10/10/10/10/5b4/4bw2w1/6b3/8w1/10/10 [w] 6 - w58 - w68
10/10/10/10/5b4/4bw2w1/6b1w1/8w1/10/10 [b] 7 - w68 - b17
10/7b2/10/10/5b4/4bw2w1/6b1w1/8w1/10/10 [b] 8 - b17 - b44
10/7b2/10/10/4bb4/4bw2w1/6b1w1/8w1/10/10 [w] 9 - b44 - w46
10/7b2/10/10/4bbw3/4bw2w1/6b1w1/8w1/10/10 [w] 10 - w46 - w64
10/7b2/10/10/4bbw3/4bw2w1/4w1b1w1/8w1/10/10 [b] 11 - w64 - b63
10/7b2/10/10/4bbw3/4bw2w1/3bw1b1w1/8w1/10/10 [b] 12 - b63 - b36
10/7b2/10/6b3/4bbw3/4bw2w1/3bw1b1w1/8w1/10/10 [w] 13 - b36 - w37
10/7b2/10/6bw2/4bbw3/4bw2w1/3bw1b1w1/8w1/10/10 [w] 14 - w37 - w28
10/7b2/8w1/6bw2/4bbw3/4bw2w1/3bw1b1w1/8w1/10/10 [b] 15 - w28 - b27
10/7b2/7bw1/6bw2/4bbw3/4bw2w1/3bw1b1w1/8w1/10/10 [b] 16 - b27 - b18
======
10/10/10/10/10/10/10/10/9b/10 [w] 1 - b89 - w45
10/10/10/10/5b4/10/10/10/9b/10 [w] 2 - b45 - w44
10/10/10/10/4wb4/10/10/10/9b/10 [w] 3 - w44 - w55
10/10/10/10/4wb4/5w4/10/10/9b/10 [b] 4 - w55 - b54
10/10/10/10/4wb4/4bw4/10/10/9b/10 [b] 5 - b54 - b33
10/10/10/3b6/4wb4/4bw4/10/10/9b/10 [w] 6 - b33 - w36
10/10/10/3b2w3/4wb4/4bw4/10/10/9b/10 [w] 7 - w36 - w63
10/10/10/3b2w3/4wb4/4bw4/3w6/10/9b/10 [b] 8 - w63 - b48
10/10/10/3b2w3/4wb2b1/4bw4/3w6/10/9b/10 [b] 9 - b48 - b32
10/10/10/2bb2w3/4wb2b1/4bw4/3w6/10/9b/10 [w] 10 - b32 - w65
10/10/10/2bb2w3/4wb2b1/4bw4/3w1w4/10/9b/10 [w] 11 - w65 - w64
10/10/10/2bb2w3/4wb2b1/4bw4/3www4/10/9b/10 [b] 12 - w64 - b66
10/10/10/2bb2w3/4wb2b1/4bw4/3wwwb3/10/9b/10 [b] 13 - b66 - b2
2b7/10/10/2bb2w3/4wb2b1/4bw4/3wwwb3/10/9b/10 [w] 14 - b2 - w61
2b7/10/10/2bb2w3/4wb2b1/4bw4/1w1wwwb3/10/9b/10 [w] 15 - w61 - w84
2b7/10/10/2bb2w3/4wb2b1/4bw4/1w1wwwb3/10/4w4b/10 [b] 16 - w84 - b95
2b7/10/10/2bb2w3/4wb2b1/4bw4/1w1wwwb3/10/4w4b/5b4 [b] 17 - b95 - b62
2b7/10/10/2bb2w3/4wb2b1/4bw4/1wbwwwb3/10/4w4b/5b4 [w] 18 - b62 - w72
2b7/10/10/2bb2w3/4wb2b1/4bw4/1wbwwwb3/2w7/4w4b/5b4 [w] 19 - w72 - w82
2b7/10/10/2bb2w3/4wb2b1/4bw4/1wbwwwb3/2w7/2w1w4b/5b4 [b] 20 - w82 - b46
2b7/10/10/2bb2w3/4wbb1b1/4bw4/1wbwwwb3/2w7/2w1w4b/5b4 [b] 21 - b46 - b56
2b7/10/10/2bb2w3/4wbb1b1/4bwb3/1wbwwwb3/2w7/2w1w4b/5b4 [w] 22 - b56 - w34
2b7/10/10/2bbw1w3/4wbb1b1/4bwb3/1wbwwwb3/2w7/2w1w4b/5b4 [w] 23 - w34 - w76
2b7/10/10/2bbw1w3/4wbb1b1/4bwb3/1wbwwwb3/2w3w3/2w1w4b/5b4 [b] 24 - w76 - b24
2b7/10/4b5/2bbw1w3/4wbb1b1/4bwb3/1wbwwwb3/2w3w3/2w1w4b/5b4 [b] 25 - b24 - b35
2b7/10/4b5/2bbwbw3/4wbb1b1/4bwb3/1wbwwwb3/2w3w3/2w1w4b/5b4 [w] 26 - b35 - w13
2b7/3w6/4b5/2bbwbw3/4wbb1b1/4bwb3/1wbwwwb3/2w3w3/2w1w4b/5b4 [w] 27 - w13 - w58
2b7/3w6/4b5/2bbwbw3/4wbb1b1/4bwb1w1/1wbwwwb3/2w3w3/2w1w4b/5b4 [b] 28 - w58 - b88
2b7/3w6/4b5/2bbwbw3/4wbb1b1/4bwb1w1/1wbwwwb3/2w3w3/2w1w3bb/5b4 [b] 29 - b88 - b78
2b7/3w6/4b5/2bbwbw3/4wbb1b1/4bwb1w1/1wbwwwb3/2w3w1b1/2w1w3bb/5b4 [w] 30 - b78 - w26
2b7/3w6/4b1w3/2bbwbw3/4wbb1b1/4bwb1w1/1wbwwwb3/2w3w1b1/2w1w3bb/5b4 [w] 31 - w26 - w67
2b7/3w6/4b1w3/2bbwbw3/4wbb1b1/4bwb1w1/1wbwwwbw2/2w3w1b1/2w1w3bb/5b4 [b] 32 - w67 - b47
2b7/3w6/4b1w3/2bbwbw3/4wbbbb1/4bwb1w1/1wbwwwbw2/2w3w1b1/2w1w3bb/5b4 [b] 33 - b47 - b68
2b7/3w6/4b1w3/2bbwbw3/4wbbbb1/4bwb1w1/1wbwwwbwb1/2w3w1b1/2w1w3bb/5b4 [w] 34 - b68 - w49
2b7/3w6/4b1w3/2bbwbw3/4wbbbbw/4bwb1w1/1wbwwwbwb1/2w3w1b1/2w1w3bb/5b4 [w] 35 - w49 - w43
2b7/3w6/4b1w3/2bbwbw3/3wwbbbbw/4bwb1w1/1wbwwwbwb1/2w3w1b1/2w1w3bb/5b4 [b] 36 - w43 - b57
2b7/3w6/4b1w3/2bbwbw3/3wwbbbbw/4bwbbw1/1wbwwwbwb1/2w3w1b1/2w1w3bb/5b4 [b] 37 - b57 - b7
2b4b2/3w6/4b1w3/2bbwbw3/3wwbbbbw/4bwbbw1/1wbwwwbwb1/2w3w1b1/2w1w3bb/5b4 [w] 38 - b7 - w8
2b4bw1/3w6/4b1w3/2bbwbw3/3wwbbbbw/4bwbbw1/1wbwwwbwb1/2w3w1b1/2w1w3bb/5b4 [w] 39 - w8 - w52
2b4bw1/3w6/4b1w3/2bbwbw3/3wwbbbbw/2w1bwbbw1/1wbwwwbwb1/2w3w1b1/2w1w3bb/5b4 [b] 40 - w52 - b79
======
10/10/10/10/10/10/10/10/2b7/10 [w] 1 - b82 - w54
10/10/10/10/10/4w5/10/10/2b7/10 [w] 2 - w54 - w26
10/10/6w3/10/10/4w5/10/10/2b7/10 [b] 3 - w26 - b87
10/10/6w3/10/10/4w5/10/10/2b4b2/10 [b] 4 - b87 - b44
10/10/6w3/10/4b5/4w5/10/10/2b4b2/10 [w] 5 - b44 - w45
10/10/6w3/10/4bw4/4w5/10/10/2b4b2/10 [w] 6 - w45 - w51
10/10/6w3/10/4bw4/1w2w5/10/10/2b4b2/10 [b] 7 - w51 - b55
10/10/6w3/10/4bw4/1w2wb4/10/10/2b4b2/10 [b] 8 - b55 - b36
10/10/6w3/6b3/4bw4/1w2wb4/10/10/2b4b2/10 [w] 9 - b36 - w35
10/10/6w3/5wb3/4bw4/1w2wb4/10/10/2b4b2/10 [w] 10 - w35 - w33
10/10/6w3/3w1wb3/4bw4/1w2wb4/10/10/2b4b2/10 [b] 11 - w33 - b65
10/10/6w3/3w1wb3/4bw4/1w2wb4/5b4/10/2b4b2/10 [b] 12 - b65 - b34
10/10/6w3/3wbwb3/4bw4/1w2wb4/5b4/10/2b4b2/10 [w] 13 - b34 - w25
10/10/5ww3/3wbwb3/4bw4/1w2wb4/5b4/10/2b4b2/10 [w] 14 - w25 - w24
10/10/4www3/3wbwb3/4bw4/1w2wb4/5b4/10/2b4b2/10 [b] 15 - w24 - b88
10/10/4www3/3wbwb3/4bw4/1w2wb4/5b4/10/2b4bb1/10 [b] 16 - b88 - b23
10/10/3bwww3/3wbwb3/4bw4/1w2wb4/5b4/10/2b4bb1/10 [w] 17 - b23 - w15
10/5w4/3bwww3/3wbwb3/4bw4/1w2wb4/5b4/10/2b4bb1/10 [w] 18 - w15 - w42
10/5w4/3bwww3/3wbwb3/2w1bw4/1w2wb4/5b4/10/2b4bb1/10 [b] 19 - w42 - b66
10/5w4/3bwww3/3wbwb3/2w1bw4/1w2wb4/5bb3/10/2b4bb1/10 [b] 20 - b66 - b84
10/5w4/3bwww3/3wbwb3/2w1bw4/1w2wb4/5bb3/10/2b1b2bb1/10 [w] 21 - b84 - w60
======
10/10/10/10/10/4b5/10/10/10/10 [w] 1 - b54 - w30
10/10/10/w9/10/4b5/10/10/10/10 [w] 2 - w30 - w63
10/10/10/w9/10/4b5/3w6/10/10/10 [b] 3 - w63 - b55
10/10/10/w9/10/4bb4/3w6/10/10/10 [b] 4 - b55 - b53
10/10/10/w9/10/3bbb4/3w6/10/10/10 [w] 5 - b53 - w75
10/10/10/w9/10/3bbb4/3w6/5w4/10/10 [w] 6 - w75 - w52
10/10/10/w9/10/2wbbb4/3w6/5w4/10/10 [b] 7 - w52 - b56
10/10/10/w9/10/2wbbbb3/3w6/5w4/10/10 [b] 8 - b56 - b57
10/10/10/w9/10/2wbbbbb2/3w6/5w4/10/10 [w] 9 - b57 - w41
10/10/10/w9/1w8/2wbbbbb2/3w6/5w4/10/10 [w] 10 - w41 - w58
10/10/10/w9/1w8/2wbbbbbw1/3w6/5w4/10/10 [b] 11 - w58 - b74
10/10/10/w9/1w8/2wbbbbbw1/3w6/4bw4/10/10 [b] 12 - b74 - b85
10/10/10/w9/1w8/2wbbbbbw1/3w6/4bw4/5b4/10 [w] 13 - b85 - w68
10/10/10/w9/1w8/2wbbbbbw1/3w4w1/4bw4/5b4/10 [w] 14 - w68 - w84
10/10/10/w9/1w8/2wbbbbbw1/3w4w1/4bw4/4wb4/10 [b] 15 - w84 - b64
10/10/10/w9/1w8/2wbbbbbw1/3wb3w1/4bw4/4wb4/10 [b] 16 - b64 - b48
10/10/10/w9/1w6b1/2wbbbbbw1/3wb3w1/4bw4/4wb4/10 [w] 17 - b48 - w77
10/10/10/w9/1w6b1/2wbbbbbw1/3wb3w1/4bw1w2/4wb4/10 [w] 18 - w77 - w44
10/10/10/w9/1w2w3b1/2wbbbbbw1/3wb3w1/4bw1w2/4wb4/10 [b] 19 - w44 - b42
10/10/10/w9/1wb1w3b1/2wbbbbbw1/3wb3w1/4bw1w2/4wb4/10 [b] 20 - b42 - b46
10/10/10/w9/1wb1w1b1b1/2wbbbbbw1/3wb3w1/4bw1w2/4wb4/10 [w] 21 - b46 - w24
10/10/4w5/w9/1wb1w1b1b1/2wbbbbbw1/3wb3w1/4bw1w2/4wb4/10 [w] 22 - w24 - w14
10/4w5/4w5/w9/1wb1w1b1b1/2wbbbbbw1/3wb3w1/4bw1w2/4wb4/10 [b] 23 - w14 - b34
10/4w5/4w5/w3b5/1wb1w1b1b1/2wbbbbbw1/3wb3w1/4bw1w2/4wb4/10 [b] 24 - b34 - b37
10/4w5/4w5/w3b2b2/1wb1w1b1b1/2wbbbbbw1/3wb3w1/4bw1w2/4wb4/10 [w] 25 - b37 - w78
10/4w5/4w5/w3b2b2/1wb1w1b1b1/2wbbbbbw1/3wb3w1/4bw1ww1/4wb4/10 [w] 26 - w78 - w47
10/4w5/4w5/w3b2b2/1wb1w1bwb1/2wbbbbbw1/3wb3w1/4bw1ww1/4wb4/10 [b] 27 - w47 - b28
10/4w5/4w3b1/w3b2b2/1wb1w1bwb1/2wbbbbbw1/3wb3w1/4bw1ww1/4wb4/10 [b] 28 - b28 - b7
7b2/4w5/4w3b1/w3b2b2/1wb1w1bwb1/2wbbbbbw1/3wb3w1/4bw1ww1/4wb4/10 [w] 29 - b7 - w36
7b2/4w5/4w3b1/w3b1wb2/1wb1w1bwb1/2wbbbbbw1/3wb3w1/4bw1ww1/4wb4/10 [w] 30 - w36 - w25
7b2/4w5/4ww2b1/w3b1wb2/1wb1w1bwb1/2wbbbbbw1/3wb3w1/4bw1ww1/4wb4/10 [b] 31 - w25 - b73
======
10/10/10/10/10/5b4/10/10/10/10 [w] 1 - b55 - w92
10/10/10/10/10/5b4/10/10/10/2w7 [w] 2 - w92 - w54
10/10/10/10/10/4wb4/10/10/10/2w7 [b] 3 - w54 - b44
10/10/10/10/4b5/4wb4/10/10/10/2w7 [b] 4 - b44 - b83
10/10/10/10/4b5/4wb4/10/10/3b6/2w7 [w] 5 - b83 - w45
10/10/10/10/4bw4/4wb4/10/10/3b6/2w7 [w] 6 - w45 - w50
10/10/10/10/4bw4/w3wb4/10/10/3b6/2w7 [b] 7 - w50 - b63
10/10/10/10/4bw4/w3wb4/3b6/10/3b6/2w7 [b] 8 - b63 - b36
10/10/10/6b3/4bw4/w3wb4/3b6/10/3b6/2w7 [w] 9 - b36 - w81
10/10/10/6b3/4bw4/w3wb4/3b6/10/1w1b6/2w7 [w] 10 - w81 - w65
10/10/10/6b3/4bw4/w3wb4/3b1w4/10/1w1b6/2w7 [b] 11 - w65 - b33
10/10/10/3b2b3/4bw4/w3wb4/3b1w4/10/1w1b6/2w7 [b] 12 - b33 - b66
10/10/10/3b2b3/4bw4/w3wb4/3b1wb3/10/1w1b6/2w7 [w] 13 - b66 - w43
10/10/10/3b2b3/3wbw4/w3wb4/3b1wb3/10/1w1b6/2w7 [w] 14 - w43 - w12
10/2w7/10/3b2b3/3wbw4/w3wb4/3b1wb3/10/1w1b6/2w7 [b] 15 - w12 - b76
10/2w7/10/3b2b3/3wbw4/w3wb4/3b1wb3/6b3/1w1b6/2w7 [b] 16 - b76 - b46
10/2w7/10/3b2b3/3wbwb3/w3wb4/3b1wb3/6b3/1w1b6/2w7 [w] 17 - b46 - w11
10/1ww7/10/3b2b3/3wbwb3/w3wb4/3b1wb3/6b3/1w1b6/2w7 [w] 18 - w11 - w25
10/1ww7/5w4/3b2b3/3wbwb3/w3wb4/3b1wb3/6b3/1w1b6/2w7 [b] 19 - w25 - b56
10/1ww7/5w4/3b2b3/3wbwb3/w3wbb3/3b1wb3/6b3/1w1b6/2w7 [b] 20 - b56 - b80
10/1ww7/5w4/3b2b3/3wbwb3/w3wbb3/3b1wb3/6b3/bw1b6/2w7 [w] 21 - b80 - w35
10/1ww7/5w4/3b1wb3/3wbwb3/w3wbb3/3b1wb3/6b3/bw1b6/2w7 [w] 22 - w35 - w10
10/www7/5w4/3b1wb3/3wbwb3/w3wbb3/3b1wb3/6b3/bw1b6/2w7 [b] 23 - w10 - b86
======
10/10/10/3b6/10/10/10/10/10/10 [w] 1 - b33 - w55
