next_turn,move_count,last_move_player,last_move_position,line_counts_competitor_4,line_counts_competitor_5,line_counts_player_4,line_counts_player_5,base_value,shap_sum,predicted_class,actual_class,expected_value
2.3725684611397568e-11,-7.803949597651183e-09,-1.5383041794952515e-10,2.3035681926778887e-10,-7.650062990490387e-11,1.1111296836322874e-10,4.1142509538127925e-11,9.122838190896616e-11,,-7.536714281816103e-09,0,0,0.32229377485109595
2.3816633850278397e-11,1.3970505585714221e-09,-2.317619869166935e-10,1.5330912557972216e-09,8.020773119750876e-10,3.757061976343105e-10,4.769966227557987e-10,4.955199986228162e-10,,4.872496592290242e-09,2,0,0.36727823905365176
-5.493044907822764e-11,1.446657432735421e-09,-2.4479049805699776e-10,1.038506526144604e-10,-3.0163087768227587e-10,2.716963691066591e-11,3.142607366464952e-10,-1.1797540884021334e-09,,1.1083254568740796e-10,1,1,0.31042798609525285
8.477635075424909e-10,4.782543805426087e-10,-1.4809225605076175e-11,-1.5763892737460003e-10,-8.015907382308285e-11,-2.3075092762484908e-10,-1.6301631456753599e-10,-4.138026541792665e-10,,2.6584076491068893e-10,2,2,0.36727823905365176
-3.411984537497285e-10,7.909094770890598e-10,2.2625954448415633e-10,-4.868070391239598e-10,2.0057390933322e-11,-3.32996327271721e-11,1.3906173955413603e-10,-1.2848909112609756e-09,,-9.69907884801162e-10,1,2,0.31042798609525285
-4.3455959895336943e-10,-8.035564565596806e-09,1.6795338268297637e-12,1.308330862629751e-10,-1.5117772774371949e-10,-3.223552443495e-11,-8.196669223169892e-11,-7.382060096307782e-13,,-8.603729694880371e-09,0,0,0.32229377485109595
6.993620127460076e-10,-5.006859371547989e-10,1.0007283886831243e-10,-1.0585040714309694e-10,-2.061642569624785e-10,8.331881018452947e-11,-8.363258465389951e-11,-5.404293216641302e-11,,-6.762245628183741e-11,1,1,0.31042798609525285
-1.1606364943202625e-10,1.1628329317966053e-09,1.87941019228847e-10,9.610823780333473e-10,4.99425140132459e-10,1.7868539287091423e-10,4.122800110565687e-10,3.494824341668719e-10,,3.6356656578535873e-09,1,2,0.31042798609525285
1.4523115117922222e-10,6.320078719627512e-10,-4.209709921510855e-10,1.1783261866238348e-10,-3.4289239040733815e-10,1.732162972084561e-10,9.686876532392456e-11,7.840147483774891e-11,,4.796947966160628e-10,2,2,0.36727823905365176
-2.020351536532091e-10,1.2449724353288023e-09,4.614776153803272e-11,-7.501648700373546e-10,4.788823041816196e-10,2.0547910595247743e-10,4.243277841366651e-10,2.2804670189261836e-10,,1.675656069339652e-09,1,0,0.31042798609525285
2.4865586441732052e-11,1.822055915867704e-09,-1.6155655517084238e-11,-3.9494655867481726e-10,1.9671764217576992e-10,4.1498725752061226e-11,-7.514396789994512e-10,6.876992508439428e-11,,9.913659021303085e-10,0,1,0.32229377485109595
2.6155930662093613e-10,3.495233639553656e-10,9.77933937533019e-12,-5.051435889950421e-10,-6.769668159378739e-12,9.967455622446793e-11,-2.1925491977548006e-10,1.734921775108552e-10,,1.628605667570541e-10,2,1,0.36727823905365176
-3.51519706861166e-10,8.17046078941767e-10,-5.80970063723818e-11,-9.489349398853857e-10,2.5434928700255693e-10,3.2211268374826574e-11,4.953684175819836e-10,-2.173637011123238e-09,,-1.9332136123410377e-09,1,1,0.31042798609525285
4.3329274890258063e-10,7.708342760389305e-10,5.803421269298207e-10,5.48951481493809e-10,5.611506490958244e-10,-7.771920237005977e-10,2.520376546355507e-10,-8.953020373680953e-10,,1.4741148760278227e-09,2,2,0.36727823905365176
-9.578146331623572e-10,-1.6408629778993007e-09,4.596389164823282e-10,-2.669317706686473e-10,5.323151225367084e-10,2.4538470098460036e-10,1.0856638244655104e-10,1.9677069507927544e-10,,-1.3229335642008415e-09,0,0,0.32229377485109595
1.2478873721392483e-10,1.1729571249471011e-09,9.572431620511838e-11,-8.405701829028445e-11,-5.395334827055601e-10,1.5804895760196391e-10,1.8527316602197827e-10,-3.1509140782648437e-10,,7.981103931677578e-10,1,2,0.31042798609525285
-1.3477923252284973e-09,4.727280604003662e-10,-9.500733186285082e-11,1.6093281337189089e-10,-4.328603609808172e-10,-3.414190134313581e-10,1.44747598166776e-10,-1.511201245159762e-10,,-1.5897906840804665e-09,2,0,0.36727823905365176
7.435930181783531e-10,8.931753346190044e-10,-9.740346954926575e-11,3.1358573145586397e-12,1.6558111363510857e-11,-5.108404347679377e-10,-1.789635459501874e-10,-6.68092828744656e-10,,2.0116204246338e-10,0,1,0.32229377485109595
1.9500172772820198e-10,5.148528270382258e-10,1.9309482015364884e-10,1.0215929585206025e-09,6.754150155829919e-10,2.7306668963037833e-10,5.20803951541716e-10,1.9622802977422213e-10,,3.5900560199699874e-09,0,0,0.32229377485109595
-2.2383573929548225e-10,1.128196344217051e-09,-2.8940121364155286e-10,1.1455540682714371e-10,-6.592351016928196e-10,3.796230806559405e-11,3.546756476476472e-10,-2.322552364117612e-09,,-1.8596347119900305e-09,1,0,0.31042798609525285
-1.214458126656363e-09,1.92521194356902e-09,3.316434511272763e-10,2.6372125316864725e-10,-4.408328424521102e-10,-4.893384713637131e-11,1.0481622976972933e-10,1.6228455153773544e-10,,1.0834526129275637e-09,2,1,0.36727823905365176
4.152389011339667e-10,-9.432460507108331e-10,-3.369207921914234e-10,4.1615142813237565e-10,5.567926675276169e-11,8.82876827201784e-11,2.2221987213318547e-10,1.511519561135192e-10,,6.856226408373062e-11,1,1,0.31042798609525285
2.1967025420899233e-10,-1.8887169606074394e-11,1.3761412842594467e-10,1.208792732576569e-09,2.769638731322151e-10,1.9424078318008853e-10,4.836662505688002e-10,2.387332646384503e-10,,2.7407941171249855e-09,0,0,0.32229377485109595
-3.3628567060646947e-10,1.5725315031615375e-10,-2.1041463074226532e-10,6.525995877952143e-10,3.132936410299436e-10,1.5582069662345432e-10,-3.077047991406623e-11,1.5385391349815228e-10,,8.553502080001172e-10,1,1,0.31042798609525285
-2.7289994800986744e-10,1.1923990903458155e-09,-9.104043907637305e-12,-5.573944381863835e-10,7.16075485944027e-11,3.935080270892992e-12,-9.985872867895411e-10,1.8754538655581243e-10,,-3.824986111265057e-10,0,0,0.32229377485109595
4.137594665036085e-11,1.7698622937582324e-09,2.5878307367369996e-10,1.3490754693923357e-09,9.219790301588185e-10,2.823981049004942e-10,5.341189527700388e-10,2.2785798132566684e-10,,5.385450852629648e-09,2,2,0.36727823905365176
-3.333570929425304e-10,7.651419775545065e-10,1.1920595529198627e-10,-2.6276287627228595e-10,6.95308671749828e-11,-5.934452926177151e-10,1.944196655519666e-11,-8.652932652804719e-11,,-3.027738217839064e-10,1,2,0.31042798609525285
-2.024429050321667e-10,9.940246542550213e-10,2.3425627626930123e-10,2.3511196461933892e-11,-6.709342340964024e-11,1.4158558700461121e-10,-1.6004037215836913e-09,1.892650893864714e-10,,-2.872972466481591e-10,1,0,0.31042798609525285
2.3773888066513926e-10,1.4133365774012436e-09,-1.4658629402900894e-10,4.676606601972111e-10,-1.3091266959364134e-10,7.276867071877764e-11,-1.7727569412429034e-11,1.0052341713658504e-10,,1.9968016730838776e-09,0,2,0.32229377485109595
-6.107726824300386e-10,-4.219145403420536e-11,2.3851271196799473e-10,-2.1638394548384454e-10,-5.469701080951239e-11,-1.9991906278586194e-10,2.021397459139873e-10,-2.9767610136103667e-10,,-9.809877990225174e-10,1,0,0.31042798609525285
1.0733462359654074e-09,4.9265052685469137e-11,2.1978696640445605e-11,-1.348045471546063e-10,-4.970387527484614e-12,-6.620969744686178e-11,3.776297792986346e-11,7.38054756199702e-12,,9.837488786542299e-10,0,2,0.32229377485109595
6.871096030110676e-10,3.193917743130048e-11,1.1646458681717023e-11,-4.481080552916813e-11,7.66984462052811e-11,-4.0977283603342113e-10,-7.15620849615443e-12,-3.898435370815652e-10,,-4.418970181094278e-11,2,0,0.36727823905365176
2.1877592099039944e-10,1.6369873870788105e-09,-2.1702059131249268e-11,5.9554016232366e-10,3.174560938197975e-10,1.673591519997982e-10,1.9358897904858674e-10,2.02047278792065e-10,,3.3100529149218683e-09,0,0,0.32229377485109595
-4.330998615298398e-10,7.30190856853182e-10,3.9306087204482587e-10,-3.1713398111291963e-10,1.296181495469284e-10,-1.3087022322314881e-10,2.942594322143573e-10,-8.809729508396646e-10,,-2.1494770604627923e-10,1,1,0.31042798609525285
-2.8349253037666483e-10,-1.324815459881797e-09,2.871699197881661e-10,7.510592090383591e-10,2.8801271552877e-10,2.895224812208645e-10,5.756495106978843e-11,3.0345593890710826e-10,,3.6847722529459453e-10,0,0,0.32229377485109595
-1.1606364943202625e-10,1.1628329317966053e-09,1.87941019228847e-10,9.610823780333473e-10,4.99425140132459e-10,1.7868539287091423e-10,4.122800110565687e-10,3.494824341668719e-10,,3.6356656578535873e-09,1,2,0.31042798609525285
-1.3816437114770133e-10,1.4166198538297554e-09,1.7527478542630112e-10,1.326188793041953e-09,9.267932902605006e-10,2.262686403982824e-10,4.418628430450285e-10,2.982142170646536e-10,,4.673058051918772e-09,0,2,0.32229377485109595
3.4819246791384373e-10,2.5337582587603436e-09,-3.3014202945510124e-10,1.0725655826456422e-09,7.158814652186152e-10,3.675965365435019e-10,6.338389847704295e-10,4.243338480071357e-10,,5.7660251144044106e-09,1,1,0.31042798609525285
-6.34796983497073e-11,-7.554490482249617e-10,2.0870781260636426e-10,-1.7037351992173673e-09,4.229089717311396e-10,1.2796893637349407e-10,3.780223784462707e-10,1.931039159593547e-10,,-1.191951930675413e-09,0,2,0.32229377485109595
-8.419798770235391e-11,-7.545877450665373e-09,-2.9035163625253563e-10,1.7841102900595374e-10,-1.2254228187735805e-10,1.168367208537191e-10,-6.66174557647133e-11,1.446066264417419e-10,,-7.669732435960919e-09,0,0,0.32229377485109595
-5.885949135494191e-12,6.116192691196787e-10,-4.8729967977445554e-11,-1.358769902148893e-10,-4.03479134362487e-10,2.571672065114032e-10,-2.0199043641403827e-09,3.560277641277698e-10,,-1.3890621660718472e-09,1,1,0.31042798609525285
-9.486264644179936e-10,1.4478685750329845e-09,-3.644693891128858e-10,-6.60700151996115e-10,6.601946211937104e-10,1.9768625162767486e-10,-2.228263291474223e-12,3.040622687082902e-10,,6.337874477441914e-10,0,0,0.32229377485109595
-2.3073425577576265e-10,1.476522200801374e-09,-1.7436718735552859e-10,5.89049398089699e-11,3.603963701544662e-10,2.0613697438813064e-10,-9.352046011155042e-10,1.238239140851268e-10,,8.854783549912723e-10,0,0,0.32229377485109595
3.2320789100648284e-10,7.244428205469926e-11,1.1746427326190614e-10,-1.235033186830492e-10,-7.019601289126598e-10,7.407228013826354e-11,-4.5786843385029846e-10,1.4607849131709205e-10,,-5.500646636675636e-10,2,2,0.36727823905365176
-1.0538921355977375e-10,1.0204742791527128e-09,-1.9721483127121964e-10,-1.3881921075616551e-11,1.0101151281157368e-10,-1.2837669260967743e-09,-8.440959690473685e-10,1.7251901874663447e-10,,-1.1503440503398317e-09,2,2,0.36727823905365176
4.2139916556216406e-11,1.1846911276055157e-09,-6.771339587131886e-11,5.039525324823657e-10,7.25707045382921e-10,2.591968942718588e-10,3.6648088903856735e-10,4.219024652210579e-10,,3.4363574746871842e-09,2,1,0.36727823905365176
2.017441167826798e-10,1.6783701535053968e-09,1.0190509084721337e-10,8.625215738392958e-10,4.928248549992039e-11,1.855854243430303e-10,-9.979203250779871e-10,2.497987837991415e-10,,2.3312873035386907e-09,1,1,0.31042798609525285
6.185822109168922e-10,6.88475364681492e-10,2.4986547784526064e-10,3.1856871307578416e-10,2.1425270816758749e-10,-4.5856722354538824e-11,-2.0671753545031812e-10,9.11662333443151e-11,,1.9283364502264743e-09,0,1,0.32229377485109595
-5.771911097222452e-10,1.098010215157726e-09,-2.8265882574355733e-10,6.177712438826255e-10,1.6131707543850146e-10,-9.750995728456206e-11,3.0231755467069465e-10,-1.5230079935917018e-09,,-3.0095179719251884e-10,1,2,0.31042798609525285
1.2738230609210532e-11,1.1585786959441198e-10,-3.414046036616843e-10,3.9834806749479884e-10,-1.0582061800897453e-09,1.8062109909585308e-10,-4.2991663007363456e-10,1.4117631485140633e-10,,-9.807858321793834e-10,0,0,0.32229377485109595
1.974740377006882e-10,1.2556423215996186e-09,-6.54047961623494e-11,1.344778864653673e-09,5.694634301149174e-10,3.028617368468674e-10,3.831579902894659e-10,4.968114798315401e-10,,4.484785064874421e-09,0,0,0.32229377485109595
9.354494079306594e-10,2.627507470857419e-10,3.179150091329556e-10,-7.736957371070237e-11,4.451218791704884e-11,3.7307467300647566e-11,-1.392542497690811e-10,-4.27122207683391e-10,,9.54188788203879e-10,0,1,0.32229377485109595
1.5642702411167164e-10,-5.38808164751714e-10,1.2810232865798077e-10,-2.446480101836457e-10,-2.860648847432164e-10,1.1226651032425483e-10,-1.567544427594214e-10,4.887927707262577e-11,,-7.806003622714645e-10,2,2,0.36727823905365176
-1.419357433234819e-10,5.033992505250792e-10,-1.910120765262017e-10,5.166869732990224e-10,1.5488693660969943e-11,1.3883285030861595e-10,-5.8068204180269e-11,1.171868765220685e-10,,9.005786202858033e-10,1,2,0.31042798609525285
-3.711223435047077e-10,9.803306962504383e-10,-4.207201223689616e-10,4.3151582423036256e-10,-1.3067619902829009e-10,-4.668738775211641e-12,-1.036482901820938e-09,-2.2305994216061573e-09,,-2.7824232066234657e-09,1,2,0.31042798609525285
-1.3583545908450272e-09,1.4742211756901824e-09,3.1607517876156937e-10,3.2089398730820545e-10,2.5732030395353434e-10,1.6370904631912708e-11,1.6269647550489394e-10,2.34191853409893e-10,,1.4234152884151639e-09,1,1,0.31042798609525285
5.753334631625195e-10,5.864050448926387e-10,3.7507182544989824e-11,1.5328510220384098e-10,-2.3298215208929682e-12,-4.075370133952797e-11,-5.36980905343117e-12,-1.52224402065008e-10,,1.1518530588251288e-09,0,1,0.32229377485109595
-6.932153462368973e-10,-2.6832897940624417e-10,1.5881823865286174e-10,-2.9046911403929343e-10,2.763196615962471e-11,-1.6216290463222371e-10,1.5467321730413633e-10,-4.5529153364087804e-10,,-1.5283444558389138e-09,1,1,0.31042798609525285
-4.3487034806499736e-10,9.66326752412557e-10,-3.776676743329673e-10,-3.920376939747783e-10,-3.613846906909875e-10,7.3268894423828e-11,-1.310677365251589e-09,1.2470233468527456e-10,,-1.7123397907936602e-09,0,0,0.32229377485109595
-5.538216390118164e-10,1.120648296382143e-09,-4.296013382994642e-10,4.092081927938492e-10,4.769716103562397e-10,2.702199713988662e-10,2.3830428833952294e-10,2.486801054431738e-10,,1.7806094874025142e-09,2,2,0.36727823905365176
-4.267303663207933e-10,-7.3986120655937055e-09,-8.918656611844877e-11,-4.5287530771205103e-10,-1.174021250586558e-10,-2.509750740564698e-11,-1.864221615618944e-10,-1.277991789362202e-11,,-8.709106017664817e-09,0,0,0.32229377485109595
-7.75496333815795e-12,1.7360639476919164e-09,-2.3916754919121413e-10,1.0213587568289977e-09,4.483263205123933e-10,4.4277385230495625e-10,4.272669683336172e-10,3.2884751461255873e-10,,4.157714847755067e-09,1,2,0.31042798609525285
-8.56634106242519e-10,1.0097288745865759e-11,6.311400591966591e-11,6.470524116508614e-11,2.4931144186150317e-10,-6.340997056134927e-11,-3.5239126431700165e-12,6.467644186417913e-11,,-4.716635698907382e-10,1,1,0.31042798609525285
2.693226032815521e-10,7.807534537866238e-10,-1.6939187090040755e-10,-1.1589478821072419e-09,2.2559560701000217e-10,-6.528959317630978e-11,-3.2721346465702794e-11,5.0839237912085146e-11,,-9.98397906593989e-11,0,2,0.32229377485109595
2.7421268959197203e-11,9.833820514259146e-10,-2.8871909492818777e-11,3.043154108336073e-10,-2.513236840862021e-11,6.150003191892257e-11,2.541006930330732e-10,4.7969782226292557e-11,,1.6246849604955684e-09,2,0,0.36727823905365176
-1.6669522012735527e-10,1.109941273151153e-09,1.7070457720980148e-10,-1.534954200780684e-10,5.955159097329835e-10,1.2219061410837875e-10,1.7778802330799723e-10,8.875758779567737e-11,,1.9447073451005674e-09,1,2,0.31042798609525285
-1.4627857952698164e-10,1.8415524521975257e-09,1.2370188958813846e-10,1.280754988175481e-09,6.297826427026365e-10,1.7623885221566363e-10,5.539156193908509e-10,2.4836936095747514e-10,,4.70803722570079e-09,0,1,0.32229377485109595
-2.1124530250049567e-10,7.728688915705403e-10,3.053219193675331e-10,-2.9307102578091104e-10,-3.9623652507240575e-10,2.3762064075653438e-11,-1.0642906926131938e-10,1.8274780415790854e-11,,1.1324573281438577e-10,0,2,0.32229377485109595
2.3725684611397568e-11,-7.803949597651183e-09,-1.5383041794952515e-10,2.3035681926778887e-10,-7.650062990490387e-11,1.1111296836322874e-10,4.1142509538127925e-11,9.122838190896616e-11,,-7.536714281816103e-09,0,0,0.32229377485109595
9.054019744584678e-11,1.6164964725580895e-09,2.85366087241871e-10,-1.2611659864584604e-10,-2.864271643939394e-10,1.1082192917973484e-10,5.108662058198968e-10,-5.315935885930045e-10,,1.669953540612649e-09,2,0,0.36727823905365176
-4.2379118732801163e-10,-6.639614552605977e-10,4.560570237427397e-10,4.2002284405170026e-10,5.254908822897401e-10,1.4814456027652709e-10,7.372818906318616e-11,1.6010138502124452e-10,,6.957922418565285e-10,0,0,0.32229377485109595
-4.5864377747062424e-10,1.3861373796460648e-09,-6.180470949838461e-11,1.4740407737005393e-10,-2.1636666717543087e-09,1.4323025867198544e-10,-5.350284474718118e-10,1.475261041800069e-10,,-1.3948457863270183e-09,1,2,0.31042798609525285
